61884;54563.2624;78705.9
60962;76301.78224;214960.2
59919;60261.45955;127912.2
13717;19571.51335;12855.7
567481;639701.4561;549571.1
194530;265328.9251;514389.2
3677115;3843140.922;6948566.3
50694;82999.40155;110180.2
69661;75444.07243;60732.1
100653;227667.2221;115741.6
56663;58175.87883;73426.6
10273;9791.244802;110865.3
139341;222641.0383;149069.7
53808;65853.00511;51664.6
38878;36132.00002;41992.6
62008;70615.46839;56379.7
1000;5957.946167;8543.6
23274;15979.08204;204119.5
58492;47879.38817;288467.4
196751;90048.87015;527325.5
123184;135552.8689;193923.6
52070;53759.92617;225680
215652;270020.4548;280165.6
104020;73742.78412;226768.1
67349;79497.10793;84992.7
127867;126615.3922;240308.9
37654;126570.2611;190659.3
73772;72702.42164;153180.3
51157;49008.1942;40138.8
58297;57362.59916;121020.9
23570;34180.10578;16926
49857;46023.32567;17732
27504;21939.18962;27887.6
22868;27428.93293;48964.5
59641;42504.8414;38768.6
81770;69195.28111;172322.8
